일시,평균기온(°C),최저기온(°C),최고기온(°C),내일최고온도,내일최저온도
2018-04-17,12.9,6.8,20.1,19.3,6.2
2018-04-18,12.4,6.2,19.3,20.5,7.4
2018-04-19,14,7.4,20.5,26.3,11
2018-04-20,18.4,11,26.3,25.6,12.3
2018-04-21,18.7,12.3,25.6,21,10.7
2018-04-22,15.5,10.7,21,10.7,8.4
2018-04-23,9.3,8.4,10.7,16.1,8.9
2018-04-24,12.1,8.9,16.1,23.3,5.7
2018-04-25,14.6,5.7,23.3,22.1,10
2018-04-26,14.9,10,22.1,23.3,9.7
2018-04-27,15.7,9.7,23.3,21.7,10.5
2018-04-28,15.4,10.5,21.7,22.9,9.4
2018-04-29,16.2,9.4,22.9,25,14.1
2018-04-30,19.2,14.1,25,23.3,17.8
2018-05-01,20.4,17.8,23.3,19.7,8.7
2018-05-02,15.1,8.7,19.7,14.7,6.9
2018-05-03,11.2,6.9,14.7,20,8.8
2018-05-04,14.1,8.8,20,24.6,11.6
2018-05-05,18.3,11.6,24.6,20.7,15
2018-05-06,16.6,15,20.7,25.5,14
2018-05-07,19.2,14,25.5,22.9,11.6
2018-05-08,17.5,11.6,22.9,21.8,9.2
2018-05-09,15.7,9.2,21.8,21.4,11.3
2018-05-10,15.4,11.3,21.4,21.3,11.9
2018-05-11,16.1,11.9,21.3,16.1,11.8
2018-05-12,14.2,11.8,16.1,20,12.7
2018-05-13,15.8,12.7,20,24.5,11.9
2018-05-14,18.2,11.9,24.5,29.3,15.4
2018-05-15,23.2,15.4,29.3,24.4,21.8
2018-05-16,22.3,21.8,24.4,23.5,18.8
2018-05-17,20.9,18.8,23.5,19.3,12.2
2018-05-18,16.3,12.2,19.3,24.7,10.3
2018-05-19,17.6,10.3,24.7,22.6,11.5
2018-05-20,17,11.5,22.6,23.7,11.3
2018-05-21,17.8,11.3,23.7,23.2,15.4
2018-05-22,18.1,15.4,23.2,23.3,13.6
2018-05-23,17.3,13.6,23.3,23.7,11.2
2018-05-24,18.3,11.2,23.7,26.2,13.8
2018-05-25,19.7,13.8,26.2,29.6,14
2018-05-26,21.8,14,29.6,24.7,17.3
2018-05-27,20.3,17.3,24.7,29.1,16.2
2018-05-28,22.3,16.2,29.1,25.9,19.1
2018-05-29,21.4,19.1,25.9,24.7,15.8
2018-05-30,20.2,15.8,24.7,27.6,14.2
2018-05-31,20.9,14.2,27.6,30.2,17.5
2018-06-01,23.8,17.5,30.2,30.1,17.6
2018-06-02,23.4,17.6,30.1,30.8,16.9
2018-06-03,24,16.9,30.8,27.5,18.9
2018-06-04,22.6,18.9,27.5,29.2,17.7
2018-06-05,23.7,17.7,29.2,27.9,18.4
2018-06-06,23,18.4,27.9,29.4,17.8
2018-06-07,22.2,17.8,29.4,27,18.5
2018-06-08,21.9,18.5,27,30.1,18.9
2018-06-09,23.7,18.9,30.1,24.9,18.3
2018-06-10,21.3,18.3,24.9,23.9,18
2018-06-11,20.2,18,23.9,27.1,16.6
2018-06-12,21.3,16.6,27.1,27,18.3
2018-06-13,22,18.3,27,25.1,18.8
2018-06-14,21.6,18.8,25.1,27,17.2
2018-06-15,21.7,17.2,27,28.7,16.3
2018-06-16,22.5,16.3,28.7,27.5,18.9
2018-06-17,22.8,18.9,27.5,30.8,19.9
2018-06-18,24.8,19.9,30.8,27.2,19.1
2018-06-19,22.4,19.1,27.2,28.4,19.1
2018-06-20,22.7,19.1,28.4,28.7,19.4
2018-06-21,23.7,19.4,28.7,32,18.2
2018-06-22,25,18.2,32,28.9,20.9
2018-06-23,24.5,20.9,28.9,32.1,20.1
2018-06-24,25.2,20.1,32.1,32.9,21.3
2018-06-25,27.1,21.3,32.9,26.9,20.2
2018-06-26,22.3,20.2,26.9,25.5,19.1
2018-06-27,22.3,19.1,25.5,27.3,20.6
2018-06-28,23.3,20.6,27.3,29.1,21.9
2018-06-29,24.7,21.9,29.1,27.9,21.6
2018-06-30,24.4,21.6,27.9,22.8,21
2018-07-01,21.9,21,22.8,25.3,20.6
2018-07-02,22.6,20.6,25.3,32.6,22.5
2018-07-03,27.4,22.5,32.6,31.8,24
2018-07-04,27.3,24,31.8,29,23.4
2018-07-05,25.3,23.4,29,27.1,21.5
2018-07-06,23.9,21.5,27.1,29.2,19.5
2018-07-07,23.7,19.5,29.2,28.1,17.7
2018-07-08,23.3,17.7,28.1,24.2,20.1
2018-07-09,20.8,20.1,24.2,26.5,20.4
2018-07-10,23.7,20.4,26.5,29.5,24.4
2018-07-11,26.8,24.4,29.5,28.2,25.1
2018-07-12,26.6,25.1,28.2,30.9,24.7
2018-07-13,27.3,24.7,30.9,31.9,24.6
2018-07-14,27.9,24.6,31.9,33.2,24.5
2018-07-15,28.3,24.5,33.2,34,24
2018-07-16,28.7,24,34,32.1,23.9
2018-07-17,28.1,23.9,32.1,33.2,23.7
2018-07-18,28.2,23.7,33.2,34.1,23.2
2018-07-19,28.7,23.2,34.1,34.7,24.6
2018-07-20,29.5,24.6,34.7,36.9,24.9
2018-07-21,30.6,24.9,36.9,38,25.3
2018-07-22,31.8,25.3,38,35.7,29.2
2018-07-23,31.7,29.2,35.7,36.8,27.2
2018-07-24,31.4,27.2,36.8,34.1,27.7
2018-07-25,30.1,27.7,34.1,33.7,27.3
2018-07-26,30.1,27.3,33.7,35.4,27.2
2018-07-27,30.9,27.2,35.4,35.2,28
2018-07-28,29.5,28,35.2,36.7,26.4
2018-07-29,31.3,26.4,36.7,36.9,26.2
2018-07-30,31.7,26.2,36.9,38.3,27.8
2018-07-31,32.6,27.8,38.3,39.6,27.8
2018-08-01,33.6,27.8,39.6,37.9,30.3
2018-08-02,33.7,30.3,37.9,37.9,30
2018-08-03,33.1,30,37.9,34.9,28
2018-08-04,31.1,28,34.9,33.9,27.2
2018-08-05,30,27.2,33.9,35.3,28.3
2018-08-06,30.5,28.3,35.3,35.9,26.8
2018-08-07,30.5,26.8,35.9,35.3,27.6
2018-08-08,31,27.6,35.3,32.5,27.1
2018-08-09,28.8,27.1,32.5,36.8,25.7
2018-08-10,30.7,25.7,36.8,36,26.4
2018-08-11,31,26.4,36,35.3,27.2
2018-08-12,30.6,27.2,35.3,34.4,26.7
2018-08-13,30.5,26.7,34.4,37.2,27.7
2018-08-14,31.7,27.7,37.2,38,28.3
2018-08-15,31.7,28.3,38,35.6,24.1
2018-08-16,29.9,24.1,35.6,33.8,21.7
2018-08-17,27.2,21.7,33.8,32.1,21.5
2018-08-18,26.7,21.5,32.1,34.4,23
2018-08-19,28.2,23,34.4,33.3,25.1
2018-08-20,29.1,25.1,33.3,31,23.4
2018-08-21,26.6,23.4,31,37.6,23.4
2018-08-22,30.7,23.4,37.6,32.2,25.7
2018-08-23,29.4,25.7,32.2,26.3,23.2
2018-08-24,24.4,23.2,26.3,29.3,22.7
2018-08-25,25.2,22.7,29.3,29,20.3
2018-08-26,23.2,20.3,29,24.9,20.2
2018-08-27,22.7,20.2,24.9,26.1,22.5
2018-08-28,23.7,22.5,26.1,27.4,22.7
2018-08-29,25.2,22.7,27.4,28.2,23.9
2018-08-30,25.3,23.9,28.2,30.3,22.8
2018-08-31,25.6,22.8,30.3,30.9,20.8
2018-09-01,25.5,20.8,30.9,29.6,20.1
2018-09-02,25.1,20.1,29.6,25.8,21.4
2018-09-03,23.3,21.4,25.8,27.8,20
2018-09-04,23.2,20,27.8,28.5,19.6
2018-09-05,24,19.6,28.5,28.2,20.9
2018-09-06,24.1,20.9,28.2,25.5,19.1
2018-09-07,22,19.1,25.5,27.7,15.9
2018-09-08,21.7,15.9,27.7,28.9,15.6
2018-09-09,22.2,15.6,28.9,28.4,18.6
2018-09-10,22.9,18.6,28.4,26.1,16.8
2018-09-11,21.6,16.8,26.1,28.2,16.8
2018-09-12,22.8,16.8,28.2,28.3,20.3
2018-09-13,23.5,20.3,28.3,26.8,20.3
2018-09-14,23.5,20.3,26.8,26,21
2018-09-15,23.3,21,26,23.9,21
2018-09-16,22.2,21,23.9,27.7,18.5
2018-09-17,22.3,18.5,27.7,26.5,17.7
2018-09-18,22,17.7,26.5,26.6,18.9
2018-09-19,22.1,18.9,26.6,20.1,17.8
2018-09-20,19,17.8,20.1,21.9,17.6
2018-09-21,19.4,17.6,21.9,25.5,17.2
2018-09-22,20.8,17.2,25.5,25.3,15.6
2018-09-23,19.4,15.6,25.3,22.1,14.2
2018-09-24,17.6,14.2,22.1,24.3,10.8
2018-09-25,17.8,10.8,24.3,24.8,16.2
2018-09-26,19.4,16.2,24.8,25,13.2
2018-09-27,18.9,13.2,25,22.2,14.3
2018-09-28,17.5,14.3,22.2,27,14.6
2018-09-29,20.2,14.6,27,21.6,14
2018-09-30,17.6,14,21.6,19.7,13
2018-10-01,15.4,13,19.7,22,10.3
2018-10-02,15.9,10.3,22,24.2,11.2
2018-10-03,17.3,11.2,24.2,25.6,13
2018-10-04,19.3,13,25.6,19,15.7
2018-10-05,16.9,15.7,19,21.7,16.3
2018-10-06,18,16.3,21.7,21.1,12.3
2018-10-07,16.4,12.3,21.1,20.9,9.2
2018-10-08,14.8,9.2,20.9,19.8,10.7
2018-10-09,15.3,10.7,19.8,16.7,7.9
2018-10-10,12,7.9,16.7,13.9,6.1
2018-10-11,9.7,6.1,13.9,17.4,5.2
2018-10-12,10.9,5.2,17.4,19.8,6.1
2018-10-13,12.5,6.1,19.8,20.3,6.8
2018-10-14,13.2,6.8,20.3,21,10.9
2018-10-15,15.2,10.9,21,20.3,9.9
2018-10-16,14.5,9.9,20.3,18.6,8.4
2018-10-17,12.4,8.4,18.6,19,7.5
2018-10-18,12.7,7.5,19,20.4,7.2
2018-10-19,13.1,7.2,20.4,21.4,6.9
2018-10-20,13.4,6.9,21.4,21.1,7.2
2018-10-21,13.4,7.2,21.1,20.6,8.8
2018-10-22,14,8.8,20.6,16.9,9.8
2018-10-23,12.2,9.8,16.9,18.7,7.6
2018-10-24,12.5,7.6,18.7,21.2,7
2018-10-25,13.8,7,21.2,14.7,9.9
2018-10-26,12.2,9.9,14.7,11.6,6.2
2018-10-27,8.7,6.2,11.6,13.5,5.2
2018-10-28,8.3,5.2,13.5,11.7,3.4
2018-10-29,7.2,3.4,11.7,11.6,0.7
2018-10-30,6.1,0.7,11.6,12.6,3
2018-10-31,7.4,3,12.6,15.2,2.5
2018-11-01,8.4,2.5,15.2,19,4
2018-11-02,10.6,4,19,19.1,5
2018-11-03,11.2,5,19.1,19.4,5.3
2018-11-04,11.6,5.3,19.4,18.3,6.6
2018-11-05,11.9,6.6,18.3,17.5,8
2018-11-06,12.2,8,17.5,15.7,10.3
2018-11-07,12.8,10.3,15.7,14.7,10.5
2018-11-08,11.8,10.5,14.7,15.4,9.5
2018-11-09,12.1,9.5,15.4,17.1,8.8
2018-11-10,11.9,8.8,17.1,10.9,5.4
2018-11-11,8.1,5.4,10.9,15.1,3.1
2018-11-12,8.1,3.1,15.1,15.4,4.1
2018-11-13,8.8,4.1,15.4,16.6,4.8
2018-11-14,9.8,4.8,16.6,16.2,4.7
2018-11-15,9.7,4.7,16.2,14.5,4.2
2018-11-16,8.8,4.2,14.5,11.4,0.6
2018-11-17,4.9,0.6,11.4,10.7,1.9
2018-11-18,6.1,1.9,10.7,11.3,3.3
2018-11-19,6.5,3.3,11.3,12.7,0
2018-11-20,6.5,0,12.7,8.2,3.1
2018-11-21,5.8,3.1,8.2,7.1,-1.3
2018-11-22,2.3,-1.3,7.1,7.6,-3.1
2018-11-23,1.9,-3.1,7.6,3.8,0.3
2018-11-24,2.6,0.3,3.8,9.8,1.3
2018-11-25,4.8,1.3,9.8,13.6,1.6
2018-11-26,6.3,1.6,13.6,12.5,3.1
2018-11-27,7.1,3.1,12.5,11.1,2.1
2018-11-28,5,2.1,11.1,6.7,0.6
2018-11-29,3.5,0.6,6.7,8,-1.5
2018-11-30,2.7,-1.5,8,12.4,0.8
2018-12-01,5.5,0.8,12.4,11.8,2.8
2018-12-02,8.2,2.8,11.8,13.5,9.3
2018-12-03,11.5,9.3,13.5,11.8,-0.3
2018-12-04,6.7,-0.3,11.8,3.4,-4.3
2018-12-05,0,-4.3,3.4,6.8,-1
2018-12-06,2.4,-1,6.8,-1.1,-9.6
2018-12-07,-7.3,-9.6,-1.1,-4.4,-11.4
2018-12-08,-8.3,-11.4,-4.4,-2.1,-11.8
2018-12-09,-7.2,-11.8,-2.1,4.6,-8.1
2018-12-10,-2.5,-8.1,4.6,2.9,-2.4
2018-12-11,0.2,-2.4,2.9,2.4,-5
2018-12-12,-1.9,-5,2.4,2.1,-5.9
2018-12-13,-2.2,-5.9,2.1,0.6,-7.8
2018-12-14,-4.4,-7.8,0.6,3.2,-7.8
2018-12-15,-2.4,-7.8,3.2,2.1,-2.6
2018-12-16,0,-2.6,2.1,5.9,-1.5
2018-12-17,1.6,-1.5,5.9,7.4,-2.8
2018-12-18,2.6,-2.8,7.4,9.5,1.3
2018-12-19,4,1.3,9.5,10.4,-1.1
2018-12-20,3.4,-1.1,10.4,9.8,0.4
2018-12-21,5.6,0.4,9.8,12.4,2.9
2018-12-22,6.9,2.9,12.4,7.5,-3.4
2018-12-23,2.4,-3.4,7.5,3.1,-5.9
2018-12-24,-2.3,-5.9,3.1,5.2,-4
2018-12-25,0.6,-4,5.2,3,-7.1
2018-12-26,-1.5,-7.1,3,-6.5,-12.5
2018-12-27,-10.1,-12.5,-6.5,-6.6,-14.4
2018-12-28,-10.5,-14.4,-6.6,-3,-10.5
2018-12-29,-7.6,-10.5,-3,-0.9,-11.3
2018-12-30,-6.8,-11.3,-0.9,-0.5,-10.5
2018-12-31,-5.4,-10.5,-0.5,-0.6,-8.2
2019-01-01,-5,-8.2,-0.6,0.2,-8.8
2019-01-02,-4.9,-8.8,0.2,3.2,-8.4
2019-01-03,-3.5,-8.4,3.2,4.1,-6.2
2019-01-04,-1.1,-6.2,4.1,1.1,-5.5
2019-01-05,-2.8,-5.5,1.1,2.7,-6.3
2019-01-06,-2.8,-6.3,2.7,3.1,-6.2
2019-01-07,-1.9,-6.2,3.1,0.5,-7.2
2019-01-08,-3.5,-7.2,0.5,1.3,-9.4
2019-01-09,-4.7,-9.4,1.3,3,-4.5
2019-01-10,-0.6,-4.5,3,7.2,-0.4
2019-01-11,2.4,-0.4,7.2,8,-0.6
2019-01-12,2.8,-0.6,8,7.6,-3
2019-01-13,1.2,-3,7.6,5.3,-2.4
2019-01-14,1.4,-2.4,5.3,2.6,-7.2
2019-01-15,-1.7,-7.2,2.6,-1.1,-10.1
2019-01-16,-5.2,-10.1,-1.1,4,-3.2
2019-01-17,-0.3,-3.2,4,6.7,-4.6
2019-01-18,0.6,-4.6,6.7,8.5,0
2019-01-19,3.6,0,8.5,4,-5.5
2019-01-20,-1.4,-5.5,4,4.2,-6.7
2019-01-21,-1.2,-6.7,4.2,7.1,-3.3
2019-01-22,1.7,-3.3,7.1,7,-0.8
2019-01-23,2,-0.8,7,6.5,-4.6
2019-01-24,0.1,-4.6,6.5,2.6,-3.8
2019-01-25,-1.2,-3.8,2.6,2.4,-6.5
2019-01-26,-2.5,-6.5,2.4,5.1,-6.6
2019-01-27,-0.1,-6.6,5.1,4.5,-2.4
2019-01-28,1.2,-2.4,4.5,7,-5.6
2019-01-29,-0.2,-5.6,7,6.6,-2.8
2019-01-30,1.8,-2.8,6.6,2.3,-6.2
2019-01-31,-2,-6.2,2.3,2.8,-7.4
2019-02-01,-2.1,-7.4,2.8,6.1,-3.2
2019-02-02,1.4,-3.2,6.1,4.9,2
2019-02-03,3.3,2,4.9,3,-3.3
2019-02-04,-0.6,-3.3,3,10.1,-3.6
2019-02-05,2.8,-3.6,10.1,9.3,0.1
2019-02-06,5.1,0.1,9.3,6.3,-8.2
2019-02-07,-2.1,-8.2,6.3,-1.3,-10.2
2019-02-08,-6.1,-10.2,-1.3,-1.9,-8.6
2019-02-09,-5.4,-8.6,-1.9,-1.9,-9.1
2019-02-10,-5,-9.1,-1.9,2,-7.5
2019-02-11,-3,-7.5,2,3.7,-4.1
2019-02-12,-0.6,-4.1,3.7,2.5,-5.7
2019-02-13,-2.1,-5.7,2.5,6.3,-5.9
2019-02-14,-0.5,-5.9,6.3,0.9,-2.9
2019-02-15,-0.8,-2.9,0.9,1.5,-5.1
2019-02-16,-2.7,-5.1,1.5,4.6,-6.8
2019-02-17,-1.8,-6.8,4.6,5.9,-4.7
2019-02-18,0.9,-4.7,5.9,3,0.2
2019-02-19,1.4,0.2,3,4.5,-0.1
2019-02-20,1.7,-0.1,4.5,9,-2.6
2019-02-21,2.4,-2.6,9,10.8,-1.6
2019-02-22,4,-1.6,10.8,14.5,0.5
2019-02-23,6.8,0.5,14.5,13.7,1.2
2019-02-24,6.3,1.2,13.7,10.2,1.3
2019-02-25,4.7,1.3,10.2,12,-1.5
2019-02-26,5.2,-1.5,12,14,4.7
2019-02-27,7.8,4.7,14,12.8,2
2019-02-28,6.6,2,12.8,13,1.2
2019-03-01,6.6,1.2,13,14.7,1.3
2019-03-02,7.8,1.3,14.7,16.1,2.5
2019-03-03,9.4,2.5,16.1,16.3,5
2019-03-04,9.9,5,16.3,12.9,5.6
2019-03-05,8.4,5.6,12.9,12.4,5.7
2019-03-06,8.4,5.7,12.4,12.7,3.1
2019-03-07,7,3.1,12.7,13.4,0.6
2019-03-08,6.1,0.6,13.4,14.9,-0.4
2019-03-09,7.2,-0.4,14.9,15.3,6.7
2019-03-10,10.1,6.7,15.3,10,3.5
2019-03-11,6.6,3.5,10,7.9,-0.3
2019-03-12,3.9,-0.3,7.9,8.5,-0.4
2019-03-13,3.5,-0.4,8.5,10,-1.7
2019-03-14,5,-1.7,10,11.3,1.6
2019-03-15,5.5,1.6,11.3,9.2,0.2
2019-03-16,4.3,0.2,9.2,12.4,2.6
2019-03-17,6.3,2.6,12.4,14.4,1.4
2019-03-18,7.1,1.4,14.4,16.7,3.4
2019-03-19,10,3.4,16.7,14.6,7.1
2019-03-20,10.3,7.1,14.6,11.1,1.9
2019-03-21,7.1,1.9,11.1,8.3,-0.7
2019-03-22,3.3,-0.7,8.3,8.2,-0.4
2019-03-23,3.3,-0.4,8.2,9.7,-0.8
2019-03-24,4.3,-0.8,9.7,11.5,2.9
2019-03-25,7.3,2.9,11.5,17.6,7.4
2019-03-26,11.4,7.4,17.6,16.2,8.9
2019-03-27,11.6,8.9,16.2,14.6,5.6
2019-03-28,9.4,5.6,14.6,15.1,5.5
2019-03-29,9.2,5.5,15.1,8.4,3.5
2019-03-30,5.2,3.5,8.4,8.4,2.6
2019-03-31,4.4,2.6,8.4,11.3,0.3
2019-04-01,5.5,0.3,11.3,13,1.3
2019-04-02,6.7,1.3,13,13.6,1.9
2019-04-03,7.6,1.9,13.6,15.7,3
2019-04-04,9.2,3,15.7,17.2,7
2019-04-05,11.4,7,17.2,12.2,5.9
2019-04-06,9.3,5.9,12.2,20.3,5.6
2019-04-07,12.6,5.6,20.3,17.2,7.6
2019-04-08,11.6,7.6,17.2,13.9,4.7
2019-04-09,9.2,4.7,13.9,10.2,4.7
2019-04-10,7.1,4.7,10.2,15.7,4.3
2019-04-11,9.5,4.3,15.7,18.4,5.5
2019-04-12,11.4,5.5,18.4,17.9,6.2
2019-04-13,11.8,6.2,17.9,13.6,6.9
2019-04-14,9.6,6.9,13.6,18.1,3.9
2019-04-15,11.6,3.9,18.1,22.6,6.8
2019-04-16,14.9,6.8,22.6,21.8,9.1
2019-04-17,15.3,9.1,21.8,16.2,10.4
2019-04-18,12.6,10.4,16.2,19.7,9.6
2019-04-19,13.8,9.6,19.7,19.1,9.7
2019-04-20,14.3,9.7,19.1,20.2,12.2
2019-04-21,14.8,12.2,20.2,28.2,10.7
2019-04-22,19.3,10.7,28.2,25.5,15.3
2019-04-23,20.4,15.3,25.5,25.9,15.8
2019-04-24,19.5,15.8,25.9,17.2,9.4
2019-04-25,13.2,9.4,17.2,9.9,6.2
2019-04-26,8.4,6.2,9.9,18.2,4.1
2019-04-27,11.6,4.1,18.2,16.6,9.9
2019-04-28,12.9,9.9,16.6,17.3,8.3
2019-04-29,13,8.3,17.3,22.5,9
2019-04-30,15.5,9,22.5,22.2,11.2
2019-05-01,16.4,11.2,22.2,25.3,10.6
2019-05-02,17.1,10.6,25.3,26.1,10.1
2019-05-03,17.9,10.1,26.1,27.4,12
2019-05-04,19.5,12,27.4,26.5,13.6
2019-05-05,19.2,13.6,26.5,19.8,9.8
2019-05-06,14.5,9.8,19.8,21.9,8.4
2019-05-07,15,8.4,21.9,21.3,10.1
2019-05-08,15.6,10.1,21.3,22.9,11.7
2019-05-09,16.6,11.7,22.9,26.8,10.3
2019-05-10,17.8,10.3,26.8,28.3,13.2
2019-05-11,20.3,13.2,28.3,28.9,14.7
2019-05-12,21.6,14.7,28.9,22.8,15.5
2019-05-13,18.7,15.5,22.8,26.9,12.9
2019-05-14,19.6,12.9,26.9,28,14.8
2019-05-15,20.7,14.8,28,30,16.7
2019-05-16,23.5,16.7,30,28.3,17.6
2019-05-17,23.6,17.6,28.3,25.9,19.1
2019-05-18,22.8,19.1,25.9,21.6,17.9
2019-05-19,19.4,17.9,21.6,20.2,13
2019-05-20,16.4,13,20.2,23.8,11.7
2019-05-21,17.2,11.7,23.8,26.5,12.3
2019-05-22,19.5,12.3,26.5,29.2,15
2019-05-23,22.1,15,29.2,33.4,16.2
2019-05-24,24.2,16.2,33.4,28.6,18.4
2019-05-25,23.4,18.4,28.6,31.1,18.6
2019-05-26,24.5,18.6,31.1,22.3,14.3
2019-05-27,17.8,14.3,22.3,24.6,11.9
2019-05-28,18.1,11.9,24.6,26.5,13.3
2019-05-29,20.3,13.3,26.5,24.5,14.6
2019-05-30,19.6,14.6,24.5,23.3,16.1
2019-05-31,19.1,16.1,23.3,23.7,14.8
2019-06-01,18.9,14.8,23.7,27.8,14.1
2019-06-02,21.1,14.1,27.8,29.5,16
2019-06-03,23.1,16,29.5,29,17.6
2019-06-04,22.6,17.6,29,29.6,17.8
2019-06-05,23,17.8,29.6,25.1,18.6
2019-06-06,21.2,18.6,25.1,24.7,17
2019-06-07,20,17,24.7,27.6,16
2019-06-08,21.9,16,27.6,26.5,17.1
2019-06-09,21.6,17.1,26.5,21.9,15.7
2019-06-10,18.4,15.7,21.9,26.1,15.5
2019-06-11,20.5,15.5,26.1,26.4,16.1
2019-06-12,21.5,16.1,26.4,28.8,16.6
2019-06-13,23,16.6,28.8,28.4,19.1
2019-06-14,23,19.1,28.4,27.4,17.9
2019-06-15,21.9,17.9,27.4,27.2,16.1
2019-06-16,22,16.1,27.2,26.2,18.1
2019-06-17,21.7,18.1,26.2,24.8,17
2019-06-18,20.8,17,24.8,25.4,18.9
2019-06-19,21.4,18.9,25.4,27.8,19.8
2019-06-20,22.7,19.8,27.8,26.1,19.4
2019-06-21,22.1,19.4,26.1,30.6,17.7
2019-06-22,24.2,17.7,30.6,31,19.1
2019-06-23,25,19.1,31,30.9,20.9
2019-06-24,25.2,20.9,30.9,32.8,19.5
2019-06-25,25.6,19.5,32.8,29.5,20.7
2019-06-26,25.5,20.7,29.5,31.2,21.9
2019-06-27,25.5,21.9,31.2,29,22.3
2019-06-28,24.7,22.3,29,27.7,19.6
2019-06-29,23.1,19.6,27.7,28.5,20.9
2019-06-30,23.9,20.9,28.5,28.9,20.6
2019-07-01,23.9,20.6,28.9,30.1,20.8
2019-07-02,24.4,20.8,30.1,27.4,21.2
2019-07-03,24.1,21.2,27.4,32.8,20
2019-07-04,25.4,20,32.8,35,20.2
2019-07-05,27.6,20.2,35,36.1,24.6
2019-07-06,29.7,24.6,36.1,32.5,22.7
2019-07-07,26.7,22.7,32.5,31,21.2
2019-07-08,25.1,21.2,31,30,19.7
2019-07-09,25,19.7,30,27.3,19.3
2019-07-10,22.7,19.3,27.3,25.9,19.5
2019-07-11,21.9,19.5,25.9,28.7,20
2019-07-12,23.6,20,28.7,29.7,22.1
2019-07-13,24.9,22.1,29.7,31.6,21.2
2019-07-14,25.9,21.2,31.6,27.4,22.1
2019-07-15,23.8,22.1,27.4,28.8,21.4
2019-07-16,24.7,21.4,28.8,29.2,22.3
2019-07-17,25.6,22.3,29.2,32.1,23.3
2019-07-18,26.9,23.3,32.1,35,22.8
2019-07-19,28.6,22.8,35,31.9,25.1
2019-07-20,28,25.1,31.9,27,24.2
2019-07-21,25.1,24.2,27,31,24.2
2019-07-22,26.7,24.2,31,32.9,24.4
2019-07-23,28.1,24.4,32.9,27.2,25.2
2019-07-24,26.5,25.2,27.2,27.4,25.6
2019-07-25,26.3,25.6,27.4,25.9,23.7
2019-07-26,25.1,23.7,25.9,33.4,24.9
2019-07-27,28.4,24.9,33.4,28.2,25
2019-07-28,26.1,25,28.2,30,25.6
2019-07-29,27.5,25.6,30,30.8,26.3
2019-07-30,28.1,26.3,30.8,27.5,24
2019-07-31,25.8,24,27.5,30.1,23.5
2019-08-01,26.3,23.5,30.1,33.1,24.7
2019-08-02,28.4,24.7,33.1,36,25.6
2019-08-03,29.4,25.6,36,34.4,25
2019-08-04,28.3,25,34.4,35.9,25.6
2019-08-05,30.5,25.6,35.9,36.8,27.9
2019-08-06,31.6,27.9,36.8,30.3,23.9
2019-08-07,26.9,23.9,30.3,32.7,25.9
2019-08-08,28.9,25.9,32.7,34.6,26
2019-08-09,29.8,26,34.6,36.5,26.6
2019-08-10,31.5,26.6,36.5,35.7,26.3
2019-08-11,30.4,26.3,35.7,28.5,24.8
2019-08-12,26.6,24.8,28.5,35.3,25.1
2019-08-13,29.2,25.1,35.3,35.7,25.9
2019-08-14,30.4,25.9,35.7,28.6,23.9
2019-08-15,25.9,23.9,28.6,29.5,23
2019-08-16,25.9,23,29.5,28.8,23.4
2019-08-17,25.9,23.4,28.8,30.7,22.6
2019-08-18,25.6,22.6,30.7,31.3,21.2
2019-08-19,26.3,21.2,31.3,32.8,23.2
2019-08-20,28.2,23.2,32.8,30.4,24.4
2019-08-21,27,24.4,30.4,31.4,23
2019-08-22,26.9,23,31.4,30.5,22.7
2019-08-23,26.2,22.7,30.5,27.3,21.5
2019-08-24,24.1,21.5,27.3,29.9,20.2
2019-08-25,25,20.2,29.9,32.1,21.5
2019-08-26,26.4,21.5,32.1,29.3,22.2
2019-08-27,25.7,22.2,29.3,30.2,23.6
2019-08-28,26.1,23.6,30.2,26.4,20.1
2019-08-29,23.4,20.1,26.4,27,19.5
2019-08-30,22.6,19.5,27,28.9,18.5
2019-08-31,23.5,18.5,28.9,27.8,19.2
2019-09-01,23.7,19.2,27.8,29.7,19.4
2019-09-02,24.4,19.4,29.7,28,22
2019-09-03,24.1,22,28,25.5,21.2
2019-09-04,22.8,21.2,25.5,27.6,21.5
2019-09-05,23,21.5,27.6,29.1,21.6
2019-09-06,25.3,21.6,29.1,29.5,22.6
2019-09-07,25.7,22.6,29.5,27.3,22.9
2019-09-08,24.7,22.9,27.3,28,22.4
2019-09-09,25.1,22.4,28,26.5,22.1
2019-09-10,23.8,22.1,26.5,28.7,20.4
2019-09-11,24.3,20.4,28.7,22.9,18.7
2019-09-12,21,18.7,22.9,29.3,18.3
2019-09-13,23.3,18.3,29.3,24.1,20.8
2019-09-14,22.4,20.8,24.1,30,19.5
2019-09-15,24.2,19.5,30,30.5,20.7
2019-09-16,24.5,20.7,30.5,29,18
2019-09-17,23.5,18,29,25.4,16
2019-09-18,21,16,25.4,26,13.6
2019-09-19,19.5,13.6,26,24.2,15.8
2019-09-20,19.6,15.8,24.2,22.1,18.3
2019-09-21,19.6,18.3,22.1,19.6,17.3
2019-09-22,18.6,17.3,19.6,24.6,16.9
2019-09-23,20,16.9,24.6,26.5,13.9
2019-09-24,19.8,13.9,26.5,27.4,14.8
2019-09-25,20.9,14.8,27.4,29,17.7
2019-09-26,22.9,17.7,29,27,19.6
